sdnf,1.00,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/persist/event/ModelEvent.java,30,52,stackoverflow_formatted/24772546_0.java,16,23,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/persist/event/ModelEvent.java,31,38,duplicate,D,similar equals() methods
sdnf,1.00,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/persist/event/ModelEvent.java,30,52,stackoverflow_formatted/24772546_0.java,15,23,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/persist/event/ModelEvent.java,30,38,duplicate,D,similar equals() methods
sdnf,0.90,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/persist/event/ModelEvent.java,30,52,stackoverflow_formatted/24772546_0.java,14,23,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/persist/event/ModelEvent.java,29,38,duplicate,D,similar equals() methods
sdnf,1.00,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/dialogs/properties/EntityPropertyPageWrapper.java,82,101,stackoverflow_formatted/24772546_0.java,16,23,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/dialogs/properties/EntityPropertyPageWrapper.java,83,90,duplicate,D,similar equals() methods
sdnf,1.00,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/dialogs/properties/EntityPropertyPageWrapper.java,82,101,stackoverflow_formatted/24772546_0.java,15,23,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/dialogs/properties/EntityPropertyPageWrapper.java,82,90,duplicate,D,similar equals() methods
sdnf,0.90,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/dialogs/properties/EntityPropertyPageWrapper.java,82,101,stackoverflow_formatted/24772546_0.java,14,23,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/dialogs/properties/EntityPropertyPageWrapper.java,81,90,duplicate,D,similar equals() methods
sdnf,1.00,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/ShareProvider.java,94,113,stackoverflow_formatted/24772546_0.java,16,23,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/ShareProvider.java,95,102,duplicate,D,similar equals() methods
sdnf,1.00,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/ShareProvider.java,94,113,stackoverflow_formatted/24772546_0.java,15,23,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/ShareProvider.java,94,102,duplicate,D,similar equals() methods
sdnf,0.90,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/ShareProvider.java,94,113,stackoverflow_formatted/24772546_0.java,14,23,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/ShareProvider.java,93,102,duplicate,D,similar equals() methods
sdnf,1.00,stackoverflow_formatted/24772546_0.java,15,33,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/notifier/SearchNotificationItem.java,83,102,stackoverflow_formatted/24772546_0.java,16,23,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/notifier/SearchNotificationItem.java,84,91,duplicate,D,similar equals() methods
