good_sdnd,1,stackoverflow_formatted/22315734_0.java,11,21,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/WritableComparator.java,44,54, stackoverflow_formatted/22315734_0.java,11,20,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/WritableComparator.java,44,53,,A,SO answer says the code is copied and modified from Hadoop WritableComparator: http://www.grepcode.com/file/repository.cloudera.com/content/repositories/releases/org.apache.hadoop/hadoop-core/0.20.2-cdh3u6/org/apache/hadoop/io/WritableComparator.java#WritableComparator,,,,changed!
nicad,,stackoverflow_formatted/22315734_0.java,11,21,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/serializer/DeserializerComparator.java,16,26,11,,,,,,,A,SO answer says that the code is modified from WritableComparator in Hadoop.,,,,
nicad,,stackoverflow_formatted/16928749_0.java,69,97,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/lib/output/TextOutputFormat.java,75,99,25,,,,,,,A,SO code extends Hadoop's TextOutputFormat,,,,
nicad,,stackoverflow_formatted/6722760_1.java,39,56,jgraph-latest-bsd-src/examples/org/jgraph/example/GroupingRemoving.java,53,70,18,,,,,,,A,"SO answer says ""I think the code must be a modified sample from the site."". The createVertex() methods are similar.",,,,
nicad,,stackoverflow_formatted/6722760_1.java,39,56,jgraph-latest-bsd-src/examples/org/jgraph/example/HelloWorld.java,39,56,18,,,,,,,A,"SO answer says ""I think the code must be a modified sample from the site."". The createVertex() methods are similar.",,,,
ok_sdnd,1,stackoverflow_formatted/6722760_1.java,13,37,jgraph-latest-bsd-src/examples/org/jgraph/example/HelloWorld.java,14,37, stackoverflow_formatted/6722760_1.java,14,20,jgraph-latest-bsd-src/examples/org/jgraph/example/HelloWorld.java,16,22,,A,SO answer says that the code is copied and modified from Jgraph,,,Q --> S,
ok_sdnd,1,stackoverflow_formatted/6722760_1.java,13,37,jgraph-latest-bsd-src/examples/org/jgraph/example/HelloWorld.java,14,37, stackoverflow_formatted/6722760_1.java,31,36,jgraph-latest-bsd-src/examples/org/jgraph/example/HelloWorld.java,31,36,,A,SO answer says it is the modified from the Jgraph sample.,,,Q --> S,
ok_sdnd,0.77,stackoverflow_formatted/6722760_1.java,13,37,jgraph-latest-bsd-src/examples/org/jgraph/example/HelloWorld.java,14,37, stackoverflow_formatted/6722760_1.java,28,40,jgraph-latest-bsd-src/examples/org/jgraph/example/HelloWorld.java,28,40,,A,SO answer says that the code is copied and modified from Jgraph,,,Q --> S,
ok_sdnf,1,stackoverflow_formatted/5708120_0.java,32,39,hadoop-1/hadoop-1.0.0/src/examples/org/apache/hadoop/examples/WordCount.java,33,40, stackoverflow_formatted/5708120_0.java,14,42,hadoop-1/hadoop-1.0.0/src/examples/org/apache/hadoop/examples/WordCount.java,15,43,,A,SO answer says that the code is modified from Hadoop WordCount example,40659,40892,Q --> S,
ok_sdnf,1,stackoverflow_formatted/5708120_0.java,19,25,hadoop-1/hadoop-1.0.0/src/examples/org/apache/hadoop/examples/WordCount.java,20,26, stackoverflow_formatted/5708120_0.java,14,42,hadoop-1/hadoop-1.0.0/src/examples/org/apache/hadoop/examples/WordCount.java,15,43,,A,SO answer says that the code is modified from Hadoop WordCount example,40659,40892,Q --> S,
